"","Month","Color","Deform","Trt","SL","SH","SW","LL","PL","AL","UL","LCT","LPAS","PW","AW","PVM","PS","CT (RIGHT TEETH)","Total wt","muscle wt"
"1297","July","C60",NA,2,45.97,22.01125,16.963125,11.45,20.9725,14.54125,35.4,11.8525,16.1825,6.6,2.86,5.03,6.72,2.7855,30.76,3.3
"1298","July","C61",NA,2,46.57,22.01125,16.963125,10.88,20.9725,14.54125,36.74,11.8525,16.1825,7.7,2.86,5.03,7.22,2.7855,30.54,3.04
"1299","July","C62",NA,2,38.64,22.01125,16.963125,10.09,20.9725,14.54125,31.07,11.8525,16.1825,7.51,2.86,5.03,6.43,2.61,21.8,2.65
"1300","July","D1",NA,3,42.13,22.01125,16.963125,10.89,20.9725,14.54125,31.55,11.8525,16.1825,6.18,2.86,5.03,4.51,2.7855,26.78,3.92
"1301","July","D2",NA,3,43.96,22.01125,16.963125,10.99,20.9725,14.54125,34.51,11.8525,16.1825,7.67,2.86,5.03,7.41,2.7855,24.46,3.23
"1302","July","D3",NA,3,43.2,22.01125,16.963125,10.85,20.9725,14.54125,36.32,11.8525,16.1825,5.87,2.86,5.03,6.14,2.7855,27.69,3.5
"1303","July","D4",NA,3,42.43,22.01125,16.963125,10.22,20.9725,14.54125,31.77,11.8525,16.1825,6.94,2.86,5.03,6.44,2.7855,24.9,3.26
"1304","July","D5",NA,3,39.05,22.01125,16.963125,8.86,20.9725,14.54125,30.36,11.8525,16.1825,5.7,2.86,5.03,5.43,2.7855,22.33,2.75
"1305","July","D6",NA,3,42.48,22.01125,16.963125,12,20.9725,14.54125,36.26,11.8525,16.1825,6.53,2.86,5.03,6.58,2.7855,23.88,3.02
"1306","July","D7",NA,3,43.22,22.01125,16.963125,10.54,20.9725,14.54125,33.35,11.8525,16.1825,6.26,2.86,5.03,6.76,2.7855,27.28,2.58
"1307","July","D8",NA,3,42.27,22.01125,16.963125,9.3,20.9725,14.54125,32.79,11.8525,16.1825,6.51,2.86,5.03,6.55,2.7855,25.1,3.86
"1308","July","D9",NA,3,45.04,22.01125,16.963125,9.96,20.9725,14.54125,34.02,11.8525,16.1825,8.21,2.86,5.03,6.24,2.7855,29.61,3.41
"1309","July","D10",NA,3,42.97,22.01125,16.963125,9.55,20.9725,14.54125,32.31,11.8525,16.1825,7.27,2.86,5.03,6.01,2.7855,25.16,4.35
"1310","July","D11",NA,3,43.08,22.01125,16.963125,9.95,20.9725,14.54125,34.6,11.8525,16.1825,5.73,2.86,5.03,6.56,2.7855,26.56,2.52
"1311","July","D12",NA,3,44.66,22.01125,16.963125,10.5,20.9725,14.54125,35.43,11.8525,16.1825,7.66,2.86,5.03,5.83,2.7855,28.88,3.87
"1312","July","E1",NA,4,43.36,22.01125,16.963125,10.46,20.9725,14.54125,34.13,11.8525,16.1825,7.3,2.86,5.03,6.4,2.7855,26.31,2.56
"1313","July","E2",NA,4,45.56,22.01125,16.963125,11.78,20.9725,14.54125,35.24,11.8525,16.1825,8.68,2.86,5.03,7.58,2.7855,29.08,3.39
"1314","July","E3",NA,4,47.64,22.01125,16.963125,13.04,20.9725,14.54125,36.56,11.8525,16.1825,8.26,2.86,5.03,6.12,2.7855,30.89,2.96
"1315","July","E4",NA,4,46.09,22.01125,16.963125,12.31,20.9725,14.54125,34.47,11.8525,16.1825,7.65,2.86,5.03,6.33,2.7855,30.68,3.62
"1316","July","E5",NA,4,44.46,22.01125,16.963125,10.72,20.9725,14.54125,33.23,11.8525,16.1825,7.18,2.86,5.03,6.44,2.7855,28.37,2.82
"1317","July","E6",NA,4,42.44,22.01125,16.963125,9.72,20.9725,14.54125,33.52,11.8525,16.1825,6.08,2.86,5.03,5.95,2.7855,25,3.05
"1318","July","E7",NA,4,41.21,22.01125,16.963125,9.47,20.9725,14.54125,32.15,11.8525,16.1825,5.56,2.86,5.03,4.51,2.22,24.68,3.67
"1319","July","E8",NA,4,40.57,22.01125,16.963125,11.56,20.9725,14.54125,33.68,11.8525,16.1825,5.01,2.86,5.03,5.24,2.7855,23.76,3.35
"1320","July","E9",NA,4,45.33,22.01125,16.963125,11.74,20.9725,14.54125,34.16,11.8525,16.1825,6.68,2.86,5.03,5.73,2.7855,29.32,2.14
"1321","July","E10",NA,4,46.04,22.01125,16.963125,9.41,20.9725,14.54125,35.25,11.8525,16.1825,6.07,2.86,5.03,5.19,2.6,30.8,4.09
"1322","July","E11",NA,4,38.64,22.01125,16.963125,8.75,20.9725,14.54125,25.45,11.8525,16.1825,4.74,2.86,5.03,4.69,2.35,21.9,4.37
"1323","July","G1",NA,5,45.11,22.01125,16.963125,10.25,20.9725,14.54125,32.57,11.8525,16.1825,7.3,2.86,5.03,6,2.7855,29.64,4.45
"1324","July","G2",NA,5,46.14,22.01125,16.963125,11.94,20.9725,14.54125,36.08,11.8525,16.1825,8.34,2.86,5.03,7.06,2.7855,30.32,2.56
"1325","July","G3",NA,5,43.14,22.01125,16.963125,10.83,20.9725,14.54125,34.08,11.8525,16.1825,6.35,2.86,5.03,6.64,2.7855,26.4,3.64
"1326","July","G4",NA,5,42.96,22.01125,16.963125,11.05,20.9725,14.54125,33.08,11.8525,16.1825,8.47,2.86,5.03,6.73,2.7855,25.73,3.09
"1327","July","G5",NA,5,42.83,22.01125,16.963125,10.88,20.9725,14.54125,33.28,11.8525,16.1825,6.69,2.86,5.03,5.81,2.7855,25.28,4.98
"1328","July","G6",NA,5,44.86,22.01125,16.963125,11.41,20.9725,14.54125,34.27,11.8525,16.1825,7.15,2.86,5.03,5.79,2.7855,28.01,5.65
"1329","July","G7",NA,5,46.81,22.01125,16.963125,12.96,20.9725,14.54125,37,11.8525,16.1825,8.64,2.86,5.03,6.42,2.7855,30.8,3.84
"1330","July","G8",NA,5,45.67,22.01125,16.963125,13.3,20.9725,14.54125,35.27,11.8525,16.1825,8.26,2.86,5.03,8.13,2.7855,29.42,4.24
"1331","July","G9",NA,5,45.88,22.01125,16.963125,11.61,20.9725,14.54125,35.23,11.8525,16.1825,7.53,2.86,5.03,7.42,2.7855,29.44,2.84
"1332","July","G10",NA,5,42.05,22.01125,16.963125,11.32,20.9725,14.54125,32.28,11.8525,16.1825,7.24,2.86,5.03,7.07,2.7855,25.46,4.33
"1333","July","G11",NA,5,46.24,22.01125,16.963125,12.23,20.9725,14.54125,36.07,11.8525,16.1825,7.54,2.86,5.03,5.33,2.7855,29.44,3.53
"1334","July","G12",NA,5,43.49,22.01125,16.963125,9.96,20.9725,14.54125,32.4,11.8525,16.1825,5.9,2.86,5.03,3.89,2.71,26.08,3.75
"1335","July","G13",NA,5,41.76,22.01125,16.963125,9.01,20.9725,14.54125,33.39,11.8525,16.1825,5.86,2.86,5.03,5.31,1.85,23.43,4.49
"1336","July","G14",NA,5,43.15,22.01125,16.963125,12.67,20.9725,14.54125,33.56,11.8525,16.1825,6.26,2.86,5.03,6.44,2.7855,25.32,3.73
"1337","July","G15",NA,5,43.31,22.01125,16.963125,10.8,20.9725,14.54125,33.73,11.8525,16.1825,6.53,2.86,5.03,5.38,2.7855,22.48,3.91
"1338","July","G16",NA,5,45.36,22.01125,16.963125,10.9,20.9725,14.54125,34.47,11.8525,16.1825,7.49,2.86,5.03,6.61,2.7855,26.56,2.69
"1339","July","G17",NA,5,42.44,22.01125,16.963125,12.76,20.9725,14.54125,34.36,11.8525,16.1825,7.23,2.86,5.03,6.3,2.7855,26.13,3.98
"1340","July","G18",NA,5,45.69,22.01125,16.963125,10.87,20.9725,14.54125,35.36,11.8525,16.1825,8.19,2.86,5.03,6.49,2.7855,25.23,4.33
"1341","July","G19",NA,5,45.06,22.01125,16.963125,10.5,20.9725,14.54125,34.35,11.8525,16.1825,8.03,2.86,5.03,6.38,2.7855,25.6,3.68
"1342","July","G20",NA,5,40.55,22.01125,16.963125,8.81,20.9725,14.54125,30.73,11.8525,16.1825,7.76,2.86,5.03,5.83,2.7855,23.06,4.18
"1343","July","G21",NA,5,41.3,22.01125,16.963125,11,20.9725,14.54125,33.74,11.8525,16.1825,7.67,2.86,5.03,6.26,2.7855,26.06,4.19
"1344","July","G22",NA,5,44.5,22.01125,16.963125,11.33,20.9725,14.54125,36.1,11.8525,16.1825,7.26,2.86,5.03,7.7,2.7855,28.65,3.7
"1345","July","G23",NA,5,43.82,22.01125,16.963125,11.23,20.9725,14.54125,34.31,11.8525,16.1825,7.89,2.86,5.03,6.41,2.7855,26.92,4.71
"1346","July","G24",NA,5,42.33,22.01125,16.963125,10.62,20.9725,14.54125,33.65,11.8525,16.1825,7.25,2.86,5.03,6.39,2.7855,23.03,4.03
"1347","July","G25",NA,5,42.08,22.01125,16.963125,9.63,20.9725,14.54125,33.8,11.8525,16.1825,7.19,2.86,5.03,5.49,2.7855,26.73,3.64
"1348","July","G26",NA,5,45.95,22.01125,16.963125,11.77,20.9725,14.54125,37.06,11.8525,16.1825,7.44,2.86,5.03,7.15,2.7855,29.82,6
"1349","July","G27",NA,5,45.59,22.01125,16.963125,10.03,20.9725,14.54125,35.5,11.8525,16.1825,7.31,2.86,5.03,6.38,2.7855,29.79,5.01
"1350","July","G28",NA,5,45.71,22.01125,16.963125,9.42,20.9725,14.54125,35.62,11.8525,16.1825,7.74,2.86,5.03,7.58,2.7855,29.68,5.57
"1351","July","G29",NA,5,43.18,22.01125,16.963125,11.31,20.9725,14.54125,34.08,11.8525,16.1825,6.78,2.86,5.03,6.62,2.7855,26.21,4.85
"1352","July","G30",NA,5,42.27,22.01125,16.963125,11.27,20.9725,14.54125,34.07,11.8525,16.1825,6.9,2.86,5.03,6.3,2.7855,25.9,5.64
"1353","July","G31",NA,5,42.23,22.01125,16.963125,10.14,20.9725,14.54125,32.38,11.8525,16.1825,6.88,2.86,5.03,5.55,2.7855,26.32,4.29
"1354","July","G32",NA,5,44.44,22.01125,16.963125,12.96,20.9725,14.54125,35.05,11.8525,16.1825,7.24,2.86,5.03,6.74,2.7855,26.25,3.89
"1355","July","G33",NA,5,44.08,22.01125,16.963125,10.92,20.9725,14.54125,36.19,11.8525,16.1825,7.29,2.86,5.03,6.34,2.7855,28.49,6.28
"1356","July","G34",NA,5,43.7,22.01125,16.963125,11.23,20.9725,14.54125,32.75,11.8525,16.1825,8.15,2.86,5.03,7.25,2.7855,26.96,4.79
"1357","July","G35",NA,5,41.42,22.01125,16.963125,9.73,20.9725,14.54125,31.82,11.8525,16.1825,5.58,2.86,5.03,5.36,2.7855,24.08,4.21
"1358","July","G36",NA,5,41.14,22.01125,16.963125,10.29,20.9725,14.54125,31.99,11.8525,16.1825,7.47,2.86,5.03,6,2.7855,24.54,5.73
"1359","July","G37",NA,5,45.44,22.01125,16.963125,10.46,20.9725,14.54125,34.13,11.8525,16.1825,7.39,2.86,5.03,6.13,2.7855,29.97,3.15
"1360","July","G38",NA,5,42.06,22.01125,16.963125,8.89,20.9725,14.54125,32.08,11.8525,16.1825,8.22,2.86,5.03,6.55,2.7855,25.22,4.72
"1361","July","G39",NA,5,49.46,22.01125,16.963125,12.44,20.9725,14.54125,40.1,11.8525,16.1825,7.41,2.86,5.03,7.32,2.7855,34.46,4.16
"1362","July","G40",NA,5,44.12,22.01125,16.963125,12.26,20.9725,14.54125,34.39,11.8525,16.1825,8.1,2.86,5.03,6.5,2.7855,28.29,3.39
"1363","July","G41",NA,5,41.49,22.01125,16.963125,10.31,20.9725,14.54125,31.14,11.8525,16.1825,7.37,2.86,5.03,6.54,2.7855,24.92,4.73
"1364","July","G42",NA,5,43.54,22.01125,16.963125,11.35,20.9725,14.54125,35.16,11.8525,16.1825,8.19,2.86,5.03,6.88,2.7855,24.61,4.62
"1365","July","G43",NA,5,45,22.01125,16.963125,10.54,20.9725,14.54125,34.97,11.8525,16.1825,6.28,2.86,5.03,5.18,2.7855,29.68,4.02
"1366","July","G44",NA,5,42.84,22.01125,16.963125,9.73,20.9725,14.54125,34.13,11.8525,16.1825,5.4,2.86,5.03,4.45,2.7855,24.23,4.02
"1367","July","G45",NA,5,51.11,22.01125,16.963125,12.97,20.9725,14.54125,41.12,11.8525,16.1825,7.19,2.86,5.03,7.04,2.7855,35.59,4.94
"1368","July","G46",NA,5,41.56,22.01125,16.963125,10.96,20.9725,14.54125,33.72,11.8525,16.1825,7.36,2.86,5.03,6.19,2.63,24.07,4.3
"1369","July","G47",NA,5,45.38,22.01125,16.963125,11.5,20.9725,14.54125,35.99,11.8525,16.1825,7.3,2.86,5.03,6.96,2.7855,29.08,4.09
"1370","July","G48",NA,5,46.47,22.01125,16.963125,12.95,20.9725,14.54125,37.71,11.8525,16.1825,7.4,2.86,5.03,7.7,2.7855,30.83,4.94
"1371","July","G49",NA,5,45.28,22.01125,16.963125,11.45,20.9725,14.54125,34.83,11.8525,16.1825,8.92,2.86,5.03,6.45,2.7855,29.1,4.5
"1372","July","G50",NA,5,43.15,22.01125,16.963125,8.26,20.9725,14.54125,34.09,11.8525,16.1825,7.72,2.86,5.03,6.6,2.7855,26.16,3.66
"1373","July","G51",NA,5,38.89,22.01125,16.963125,9.16,20.9725,14.54125,29.91,11.8525,16.1825,6.41,2.86,5.03,6.1,2.7855,22.06,4.23
"1374","July","G52",NA,5,48.97,22.01125,16.963125,12.46,20.9725,14.54125,39.39,11.8525,16.1825,8.43,2.86,5.03,7.61,2.7855,32.76,4.59
"1375","July","G53",NA,5,45.11,22.01125,16.963125,10.29,20.9725,14.54125,45.99,11.8525,16.1825,6.86,2.86,5.03,6.44,2.7855,29.67,3.59
"1376","July","G54",NA,5,38.47,22.01125,16.963125,9.55,20.9725,14.54125,30.04,11.8525,16.1825,6.15,2.86,5.03,4.57,2.7855,21.96,3.89
"1377","July","G55",NA,5,43.21,22.01125,16.963125,10.05,20.9725,14.54125,34.36,11.8525,16.1825,6.43,2.86,5.03,5.49,2.7855,26.08,4.56
"1378","July","G56",NA,5,42.52,22.01125,16.963125,8.52,20.9725,14.54125,33.67,11.8525,16.1825,7.03,2.86,5.03,6.38,2.7855,25.86,4.03
"1379","July","G57",NA,5,43.25,22.01125,16.963125,10.62,20.9725,14.54125,34.12,11.8525,16.1825,6.53,2.86,5.03,5.99,2.7855,26.54,4.99
"1380","July","G58",NA,5,41.75,22.01125,16.963125,10.85,20.9725,14.54125,31.18,11.8525,16.1825,5.88,2.86,5.03,5.64,2.7855,24.73,4.9
"1381","July","G59",NA,5,43.06,22.01125,16.963125,10.01,20.9725,14.54125,31.56,11.8525,16.1825,7.21,2.86,5.03,5.23,2.7855,28.75,5.69
"1382","July","G60",NA,5,46.36,22.01125,16.963125,11.63,20.9725,14.54125,36.47,11.8525,16.1825,9.63,2.86,5.03,7.14,2.7855,28.22,5.77
"1383","July","G61",NA,5,40.8,22.01125,16.963125,10.93,20.9725,14.54125,31.31,11.8525,16.1825,6.38,2.86,5.03,5.52,2.7855,23.92,4.79
"1384","July","G62",NA,5,47.49,22.01125,16.963125,11.74,20.9725,14.54125,37.03,11.8525,16.1825,7.57,2.86,5.03,7.61,2.7855,31.07,4.81
"1385","July","G63",NA,5,46.91,22.01125,16.963125,10.91,20.9725,14.54125,36.14,11.8525,16.1825,7.49,2.86,5.03,6.99,2.7855,29.65,6.95
"1386","July","G64",NA,5,45.09,22.01125,16.963125,10.02,20.9725,14.54125,33.26,11.8525,16.1825,7.4,2.86,5.03,5.69,2.7855,29.11,4.04
"1387","July","G65",NA,5,42,22.01125,16.963125,11.05,20.9725,14.54125,33.13,11.8525,16.1825,6.96,2.86,5.03,7.55,2.7855,25.61,6.57
"1388","July","G66","D",5,40.35,22.01125,16.963125,10.81,20.9725,14.54125,35.11,11.8525,16.1825,7.9,2.86,5.03,6.7,2.7855,23.72,5.23
"1389","July","G67",NA,5,33.68,22.01125,16.963125,11.6,20.9725,14.54125,34.81,11.8525,16.1825,7.74,2.86,5.03,5.78,2.7855,18.5,3.96
"1390","July","G68",NA,5,46.32,22.01125,16.963125,11.84,20.9725,14.54125,35.55,11.8525,16.1825,7.7,2.86,5.03,7.71,2.7855,30.73,5.01
"1391","July","G69","D",5,38.91,22.01125,16.963125,9.26,20.9725,14.54125,29.87,11.8525,16.1825,7.46,2.86,5.03,5.67,2.7855,19.16,5.09
"1392","July","G70",NA,5,42.05,22.01125,16.963125,10.45,20.9725,14.54125,32.33,11.8525,16.1825,7.28,2.86,5.03,4.85,2.7855,25.31,4.19
"1393","July","G71",NA,5,40.67,22.01125,16.963125,11.92,20.9725,14.54125,32.51,11.8525,16.1825,6.88,2.86,5.03,6.16,2.7855,23.83,5.31
"1394","July","G72",NA,5,40.54,22.01125,16.963125,10.37,20.9725,14.54125,30.09,11.8525,16.1825,6.79,2.86,5.03,6.79,2.7855,25.47,6.04
"1395","July","G73",NA,5,45.13,22.01125,16.963125,11.81,20.9725,14.54125,36.39,11.8525,16.1825,7.79,2.86,5.03,7.61,2.7855,29.04,3.67
"1396","July","G74",NA,5,45.24,22.01125,16.963125,11.83,20.9725,14.54125,36.2,11.8525,16.1825,7.22,2.86,5.03,7.27,2.7855,29.86,5.41
"1397","July","G75","D",5,44.36,22.01125,16.963125,10.27,20.9725,14.54125,34.59,11.8525,16.1825,8.08,2.86,5.03,6.72,2.7855,28.39,5.6
"1398","July","G76",NA,5,38.93,22.01125,16.963125,10.43,20.9725,14.54125,30.49,11.8525,16.1825,6.56,2.86,5.03,5.53,2.7855,21.48,5.69
"1399","July","G77",NA,5,48.77,22.01125,16.963125,14.58,20.9725,14.54125,38.98,11.8525,16.1825,9.1,2.86,5.03,7.32,2.7855,30.68,4.47
"1400","July","G78",NA,5,42.8,22.01125,16.963125,10.44,20.9725,14.54125,33.35,11.8525,16.1825,7.45,2.86,5.03,6.07,2.7855,25.96,3.27
"1401","August","A1",NA,1,46.18,22.01125,16.963125,12.35,20.9725,14.54125,33.43,11.8525,16.1825,8.91,2.86,5.03,6.79,2.7855,27.24,4.49
"1402","August","A2",NA,1,44.75,22.01125,16.963125,12.36,20.9725,14.54125,35.49,11.8525,16.1825,7.2,2.86,5.03,6.91,2.7855,29,4.11
"1403","August","A3",NA,1,44.2,22.01125,16.963125,12.18,20.9725,14.54125,33.21,11.8525,16.1825,7.12,2.86,5.03,6.92,2.7855,28.67,4.66
"1404","August","A4",NA,1,41.26,22.01125,16.963125,11.14,20.9725,14.54125,34.45,11.8525,16.1825,6.7,2.86,5.03,6.7,2.7855,24.52,4.19
"1405","August","A5",NA,1,42.29,22.01125,16.963125,12.3,20.9725,14.54125,33.22,11.8525,16.1825,6.38,2.86,5.03,5.6,2.7855,23.06,3.34
"1406","August","A6",NA,1,37.1,22.01125,16.963125,11.05,20.9725,14.54125,28.37,11.8525,16.1825,5.42,2.86,5.03,5.53,2.7855,20.65,2.34
"1407","August","A7",NA,1,47.5,22.01125,16.963125,12.6,20.9725,14.54125,37.28,11.8525,16.1825,8.51,2.86,5.03,7.12,2.7855,30.16,5.24
"1408","August","A8",NA,1,45.46,22.01125,16.963125,10.7,20.9725,14.54125,33.87,11.8525,16.1825,7.3,2.86,5.03,6.9,2.7855,29.24,4.55
"1409","August","A9",NA,1,40.8,22.01125,16.963125,10.67,20.9725,14.54125,30.47,11.8525,16.1825,6.6,2.86,5.03,5.42,2.7855,23.42,3.32
"1410","August","A10","d",1,42.71,22.01125,16.963125,11.06,20.9725,14.54125,32.6,11.8525,16.1825,6.63,2.86,5.03,5.72,2.7855,25.39,4.13
"1411","August","A11",NA,1,45.76,22.01125,16.963125,12.63,20.9725,14.54125,33.27,11.8525,16.1825,7.25,2.86,5.03,5.7,2.7855,26.67,4.81
"1412","August","A12",NA,1,40.44,22.01125,16.963125,11.54,20.9725,14.54125,31.75,11.8525,16.1825,6.5,2.86,5.03,5.31,2.7855,23.98,3.19
"1413","August","A13","d",1,40.53,22.01125,16.963125,10.7,20.9725,14.54125,30.87,11.8525,16.1825,6.92,2.86,5.03,5.32,2.7855,21.23,2.54
"1414","August","A14",NA,1,45.38,22.01125,16.963125,10.94,20.9725,14.54125,35.69,11.8525,16.1825,7.57,2.86,5.03,7.16,2.7855,31,4.67
"1415","August","A15",NA,1,43.42,22.01125,16.963125,13.99,20.9725,14.54125,34.5,11.8525,16.1825,7.48,2.86,5.03,6.18,2.7855,26.82,3.37
"1416","August","A16",NA,1,39.85,22.01125,16.963125,9.73,20.9725,14.54125,29.09,11.8525,16.1825,6.45,2.86,5.03,6.06,2.7855,19.75,2.19
"1417","August","A17",NA,1,39.91,22.01125,16.963125,9.72,20.9725,14.54125,29.8,11.8525,16.1825,7.28,2.86,5.03,5.64,2.7855,19.79,3.25
"1418","August","A18",NA,1,42.44,22.01125,16.963125,10.92,20.9725,14.54125,32.92,11.8525,16.1825,6.26,2.86,5.03,6.02,2.7855,24.16,4.05
"1419","August","A19",NA,1,44.42,22.01125,16.963125,12.09,20.9725,14.54125,34.17,11.8525,16.1825,7.42,2.86,5.03,5.65,2.7855,30.73,4.26
"1420","August","A20",NA,1,44.12,22.01125,16.963125,13.16,20.9725,14.54125,34.41,11.8525,16.1825,7.64,2.86,5.03,6.82,2.7855,28.75,4.52
"1421","August","A21",NA,1,41.43,22.01125,16.963125,10.5,20.9725,14.54125,32.1,11.8525,16.1825,6.58,2.86,5.03,6.5,2.7855,25.56,3.18
"1422","August","A22",NA,1,41.38,22.01125,16.963125,11.5,20.9725,14.54125,31.11,11.8525,16.1825,6.47,2.86,5.03,5.98,2.7855,22.74,2.56
"1423","August","A23",NA,1,46.25,22.01125,16.963125,11.88,20.9725,14.54125,35.71,11.8525,16.1825,7.52,2.86,5.03,6.9,2.7855,30.83,4.34
"1424","August","A24",NA,1,43.45,22.01125,16.963125,11.68,20.9725,14.54125,33.7,11.8525,16.1825,7.23,2.86,5.03,7.18,2.7855,26.26,4.58
"1425","August","A25",NA,1,40.55,22.01125,16.963125,10.17,20.9725,14.54125,30.15,11.8525,16.1825,5.85,2.86,5.03,6.22,2.7855,21.23,2.05
"1426","August","A26",NA,1,40.35,22.01125,16.963125,9.7,20.9725,14.54125,30.93,11.8525,16.1825,6.51,2.86,5.03,5.31,2.7855,21.77,2.59
"1427","August","A27",NA,1,43.76,22.01125,16.963125,11.54,20.9725,14.54125,32.99,11.8525,16.1825,7.99,2.86,5.03,5.53,2.7855,24.36,3.19
"1428","August","A28",NA,1,40.43,22.01125,16.963125,11.43,20.9725,14.54125,31.98,11.8525,16.1825,6.63,2.86,5.03,5.27,2.7855,21.39,2.73
"1429","August","A29",NA,1,22.26,18.4,12.11,3.7,16.54,13.13,16.29,8.8,14.7,3.66,2.57,4,3.2,2.26,11.52,2.54
"1430","August","A30","d",1,43.94,22.01125,16.963125,12.31,20.9725,14.54125,33.5,11.8525,16.1825,8.21,2.86,5.03,6.55,2.7855,29.84,3.63
"1431","August","A31",NA,1,39.77,22.01125,16.963125,10.53,20.9725,14.54125,29.35,11.8525,16.1825,7.55,2.86,5.03,3.86,2.7855,22.17,2.32
"1432","August","A32",NA,1,45.99,22.01125,16.963125,11.54,20.9725,14.54125,33.96,11.8525,16.1825,8.72,2.86,5.03,6.7,2.7855,33.32,4.78
"1433","August","A33",NA,1,44.98,22.01125,16.963125,9.45,20.9725,14.54125,27.55,11.8525,16.1825,5.26,2.86,5.03,4.87,2.7855,28.4,2.1
"1434","August","A34",NA,1,44.58,22.01125,16.963125,12.94,20.9725,14.54125,33.1,11.8525,16.1825,8.1,2.86,5.03,6.38,2.7855,27.3,4.22
"1435","August","A35",NA,1,40.26,22.01125,16.963125,9.96,20.9725,14.54125,30.72,11.8525,16.1825,5.88,2.86,5.03,5.93,2.7855,24.62,2.08
"1436","August","A36",NA,1,31.16,22.01125,16.963125,7,20.9725,14.54125,24.47,11.8525,16.1825,5.13,2.86,5.03,3.73,2.7855,26.1,2.94
"1437","August","A37",NA,1,47.49,22.01125,16.963125,11.45,20.9725,14.54125,37.17,11.8525,16.1825,8.41,2.86,5.03,6.34,2.7855,26.5,3.98
"1438","August","A38",NA,1,45.93,22.01125,16.963125,12.5,20.9725,14.54125,36.12,11.8525,16.1825,7.81,2.86,5.03,5.95,2.7855,17.33,2.8
"1439","August","A39","d",1,43.78,22.01125,16.963125,9.32,20.9725,14.54125,33.32,11.8525,16.1825,7.97,2.86,5.03,6.6,2.7855,31.21,2.18
"1440","August","C1",NA,2,42.92,22.01125,16.963125,10.86,20.9725,14.54125,33.45,11.8525,16.1825,7.37,2.86,5.03,6.04,2.7855,26.67,3.09
"1441","August","C2",NA,2,42.75,22.01125,16.963125,10.73,20.9725,14.54125,33.03,11.8525,16.1825,7.53,2.86,5.03,7.14,2.7855,26.59,2.6
"1442","August","C3",NA,2,44.86,22.01125,16.963125,11.22,20.9725,14.54125,33.77,11.8525,16.1825,7.15,2.86,5.03,7.5,2.7855,28.23,2.63
"1443","August","C4",NA,2,44.05,22.01125,16.963125,10.34,20.9725,14.54125,33.37,11.8525,16.1825,7.41,2.86,5.03,6.35,2.7855,25.07,3.14
"1444","August","C5",NA,2,42.5,22.01125,16.963125,12.68,20.9725,14.54125,33.42,11.8525,16.1825,7.01,2.86,5.03,6.64,2.7855,26.62,1.25
"1445","August","C6",NA,2,42.21,22.01125,16.963125,11.15,20.9725,14.54125,32.54,11.8525,16.1825,6.72,2.86,5.03,6.29,2.7855,25.6,1.72
"1446","August","C7",NA,2,43.06,22.01125,16.963125,11.68,20.9725,14.54125,33.36,11.8525,16.1825,7.16,2.86,5.03,6.4,2.7855,26.13,2.74
"1447","August","C8",NA,2,36.9,22.01125,16.963125,9.56,20.9725,14.54125,27.84,11.8525,16.1825,6.39,2.86,5.03,5.68,2.7855,20.9,2.23
"1448","August","C9",NA,2,37.4,22.01125,16.963125,8.65,20.9725,14.54125,27.99,11.8525,16.1825,6.37,2.86,5.03,4.16,2.7855,20.59,2.65
"1449","August","C10",NA,2,41.35,22.01125,16.963125,11.67,20.9725,14.54125,31.35,11.8525,16.1825,6.92,2.86,5.03,6.48,2.7855,24.36,3.5
"1450","August","C11",NA,2,44.76,22.01125,16.963125,12.16,20.9725,14.54125,33.71,11.8525,16.1825,7.36,2.86,5.03,5.94,2.7855,28.45,2.35
"1451","August","C12",NA,2,39.64,22.01125,16.963125,10.83,20.9725,14.54125,29.96,11.8525,16.1825,7.58,2.86,5.03,5.45,2.7855,23.48,2.97
"1452","August","C13","d",2,45.82,22.01125,16.963125,13.18,20.9725,14.54125,34.09,11.8525,16.1825,8.24,2.86,5.03,6.15,2.7855,29.3,3.88
"1453","August","C14",NA,2,44.66,22.01125,16.963125,10.58,20.9725,14.54125,34.16,11.8525,16.1825,8.48,2.86,5.03,7.55,2.7855,29.43,3.73
"1454","August","C15",NA,2,44.57,22.01125,16.963125,12.856,20.9725,14.54125,33.34,11.8525,16.1825,7.71,2.86,5.03,5.99,2.7855,29.72,2.67
"1455","August","C16",NA,2,38.97,22.01125,16.963125,9.45,20.9725,14.54125,29.92,11.8525,16.1825,6.27,2.86,5.03,6,2.7855,21.95,3
"1456","August","C17","d",2,41.61,22.01125,16.963125,10.58,20.9725,14.54125,31.48,11.8525,16.1825,6.95,2.86,5.03,4.46,2.7855,24,2.53
"1457","August","C18",NA,2,39.71,22.01125,16.963125,10.42,20.9725,14.54125,29.97,11.8525,16.1825,7.38,2.86,5.03,5.02,2.7855,23.8,2.5
"1458","August","C19",NA,2,42.97,22.01125,16.963125,11.64,20.9725,14.54125,32.78,11.8525,16.1825,6.32,2.86,5.03,5.7,2.7855,25,3.1
"1459","August","C20",NA,2,38.61,22.01125,16.963125,9.32,20.9725,14.54125,29.75,11.8525,16.1825,6.57,2.86,5.03,5.96,2.7855,21,4.07
"1460","August","C21",NA,2,44.13,22.01125,16.963125,10.46,20.9725,14.54125,32.4,11.8525,6.4,4.14,2.86,5.03,6.71,2.7855,38.62,3.2
