"","Month","Color","Deform","Trt","SL","SH","SW","LL","PL","AL","UL","LCT","LPAS","PW","AW","PVM","PS","CT (RIGHT TEETH)","Total wt","muscle wt"
"650","April","C12",NA,2,42.13,22.01125,16.963125,8.32,20.9725,14.54125,32.44,11.8525,16.1825,8.79,2.86,5.03,7.8,2.7855,25.36,3.59
"651","April","C13",NA,2,45.04,22.01125,16.963125,10.94,20.9725,14.54125,34.27,11.8525,16.1825,7.09,2.86,5.03,6.93,2.7855,28.03,3.61
"652","April","C14","D",2,48.2,22.01125,16.963125,10.26,20.9725,14.54125,37,11.8525,16.1825,8.13,2.86,5.03,8.17,2.7855,30.21,3.31
"653","April","C15",NA,2,44.84,22.01125,16.963125,11.62,20.9725,14.54125,34.01,11.8525,16.1825,7.12,2.86,5.03,7.06,2.7855,27.8,2.97
"654","April","C16",NA,2,45.7,22.01125,16.963125,9.83,20.9725,14.54125,36.43,11.8525,16.1825,7.04,2.86,5.03,7.69,2.7855,28.56,3.584
"655","April","C17",NA,2,41.5,22.01125,16.963125,11.75,20.9725,14.54125,32.67,11.8525,16.1825,6.62,2.86,5.03,6.18,2.7855,24.41,4.58
"656","April","C18",NA,2,43.7,22.01125,16.963125,9.55,20.9725,14.54125,33.02,11.8525,16.1825,7.21,2.86,5.03,7.51,2.7855,26.44,5.12
"657","April","C19",NA,2,42.12,22.01125,16.963125,10.22,20.9725,14.54125,29.45,11.8525,16.1825,6.45,2.86,5.03,7.15,2.7855,25.36,3.75
"658","April","C20",NA,2,47.6,22.01125,16.963125,9.52,20.9725,14.54125,36.29,11.8525,16.1825,7.62,2.86,5.03,7.58,2.7855,30.62,4.37
"659","April","C21",NA,2,44.09,22.01125,16.963125,8.92,20.9725,14.54125,31.78,11.8525,16.1825,6.5,2.86,5.03,6.1,2.7855,27.01,3.32
"660","April","C22",NA,2,42.71,22.01125,16.963125,10.01,20.9725,14.54125,30.9,11.8525,16.1825,7.54,2.86,5.03,6.23,2.7855,25.36,3.31
"661","April","C23",NA,2,47.04,22.01125,16.963125,12.47,20.9725,14.54125,36.48,11.8525,16.1825,7.6,2.86,5.03,8.7,2.7855,30.69,3.31
"662","April","C24",NA,2,43.27,22.01125,16.963125,9.93,20.9725,14.54125,33.14,11.8525,16.1825,6.9,2.86,5.03,7.84,2.7855,26.06,2.51
"663","April","C25",NA,2,43.47,22.01125,16.963125,10.32,20.9725,14.54125,34.13,11.8525,16.1825,8.41,2.86,5.03,7.97,2.7855,26.45,4.1
"664","April","C26",NA,2,47.87,22.01125,16.963125,10.1,20.9725,14.54125,36.91,11.8525,16.1825,7.99,2.86,5.03,8.06,2.7855,30.84,3.9
"665","April","C27","D",2,45.29,22.01125,16.963125,11.44,20.9725,14.54125,36.94,11.8525,16.1825,7.71,2.86,5.03,7.05,2.7855,28.21,4.78
"666","April","C28",NA,2,43.75,22.01125,16.963125,12.48,20.9725,14.54125,33.65,11.8525,16.1825,7.38,2.86,5.03,6.31,2.7855,26.71,4.01
"667","April","C29",NA,2,40.25,22.01125,16.963125,9.5,20.9725,14.54125,30.63,11.8525,16.1825,6.53,2.86,5.03,5.97,2.7855,23.45,3.4
"668","April","C30",NA,2,48.01,22.01125,16.963125,10.82,20.9725,14.54125,37.89,11.8525,16.1825,8.96,2.86,5.03,7.63,2.7855,30.02,4.07
"669","April","C31",NA,2,40.1,22.01125,16.963125,10.32,20.9725,14.54125,32.2,11.8525,16.1825,7,2.86,5.03,5.67,2.7855,23.12,4.42
"670","April","C32",NA,2,41.29,22.01125,16.963125,10.9,20.9725,14.54125,33.02,11.8525,16.1825,8.02,2.86,5.03,6.93,2.7855,24.21,3.64
"671","April","C33",NA,2,43.72,22.01125,16.963125,11.01,20.9725,14.54125,31.05,11.8525,16.1825,8.41,2.86,5.03,6.95,2.7855,26.71,3.61
"672","April","C34",NA,2,39.13,22.01125,16.963125,8.86,20.9725,14.54125,29.37,11.8525,16.1825,6.79,2.86,5.03,6.32,2.7855,22.76,4.09
"673","April","C35",NA,2,46.64,22.01125,16.963125,9.1,20.9725,14.54125,35.83,11.8525,16.1825,7.69,2.86,5.03,7.73,2.7855,29.61,2.84
"674","April","C36",NA,2,44.52,22.01125,16.963125,10.4,20.9725,14.54125,35.99,11.8525,16.1825,6.91,2.86,5.03,7.76,2.7855,27.55,1.58
"675","April","C37",NA,2,46.28,22.01125,16.963125,9.09,20.9725,14.54125,34.52,11.8525,16.1825,8.1,2.86,5.03,7.77,2.7855,29.63,3.3
"676","April","C38",NA,2,44.18,22.01125,16.963125,10.39,20.9725,14.54125,35.41,11.8525,16.1825,7.24,2.86,5.03,7.45,2.7855,27.11,3.75
"677","April","C39",NA,2,49.42,22.01125,16.963125,10.71,20.9725,14.54125,37.2,11.8525,16.1825,9.04,2.86,5.03,8.11,2.7855,31.45,4.55
"678","April","C40",NA,2,45.17,22.01125,16.963125,11.78,20.9725,14.54125,35.39,11.8525,16.1825,8.34,2.86,5.03,7.84,2.7855,28.11,3.53
"679","April","C41",NA,2,42.88,22.01125,16.963125,9.57,20.9725,14.54125,31.81,11.8525,16.1825,8.8,2.86,5.03,7.04,2.7855,25.85,2.68
"680","April","C42",NA,2,42.7,22.01125,16.963125,13.22,20.9725,14.54125,33.59,11.8525,16.1825,8.2,2.86,5.03,6.45,2.7855,25.21,3.24
"681","April","C43",NA,2,43.05,22.01125,16.963125,14.19,20.9725,14.54125,34.63,11.8525,16.1825,7.45,2.86,5.03,6.58,2.7855,26.01,2.64
"682","April","C44",NA,2,46.02,22.01125,16.963125,13.61,20.9725,14.54125,36.43,11.8525,16.1825,8.8,2.86,5.03,7.48,2.7855,29.01,4.09
"683","April","C45",NA,2,44.6,22.01125,16.963125,13.71,20.9725,14.54125,32.01,11.8525,16.1825,8.47,2.86,5.03,6.83,2.7855,27.5,2.56
"684","April","C46",NA,2,42.34,22.01125,16.963125,10.93,20.9725,14.54125,33.5,11.8525,16.1825,7.16,2.86,5.03,5.77,2.7855,25.3,3.2
"685","April","C47",NA,2,43.7,22.01125,16.963125,11.98,20.9725,14.54125,36.05,11.8525,16.1825,8.91,2.86,5.03,4.22,2.7855,26.65,3.7
"686","April","C48",NA,2,45.54,22.01125,16.963125,12.59,20.9725,14.54125,34.13,11.8525,16.1825,7.43,2.86,5.03,5.05,2.7855,28.51,4.15
"687","April","C49",NA,2,42.3,22.01125,16.963125,11.89,20.9725,14.54125,32.34,11.8525,16.1825,6.85,2.86,5.03,6.73,2.7855,25.21,3.66
"688","April","C50",NA,2,40.91,22.01125,16.963125,10.89,20.9725,14.54125,31.87,11.8525,16.1825,7.49,2.86,5.03,4.65,2.7855,23.09,3.27
"689","April","C51",NA,2,41.81,22.01125,16.963125,10.43,20.9725,14.54125,32.72,11.8525,16.1825,6.85,2.86,5.03,7.36,2.7855,24.84,4.81
"690","April","C52",NA,2,40.67,22.01125,16.963125,10.41,20.9725,14.54125,32.82,11.8525,16.1825,5.74,2.86,5.03,7.77,2.7855,23.22,2.9
"691","April","C53",NA,2,47.58,22.01125,16.963125,13.78,20.9725,14.54125,38.17,11.8525,16.1825,9.46,2.86,5.03,9.04,2.7855,30.51,3.53
"692","April","C54",NA,2,41.87,22.01125,16.963125,11.39,20.9725,14.54125,34.09,11.8525,16.1825,5.67,2.86,5.03,5.92,2.7855,24.88,2.41
"693","April","C55",NA,2,46,22.01125,16.963125,13.33,20.9725,14.54125,36.87,11.8525,16.1825,8.24,2.86,5.03,6.76,2.7855,29.3,4.9
"694","April","C56",NA,2,38.29,22.01125,16.963125,11.37,20.9725,14.54125,29.92,11.8525,16.1825,5.35,2.86,5.03,5.49,2.7855,21.89,2.41
"695","April","C57",NA,2,45.04,22.01125,16.963125,13.26,20.9725,14.54125,36.18,11.8525,16.1825,7.34,2.86,5.03,6.87,2.7855,28.01,2.22
"696","April","C58",NA,2,42.88,22.01125,16.963125,8.96,20.9725,14.54125,33.09,11.8525,16.1825,7.97,2.86,5.03,6,2.7855,25.81,2.79
"697","April","C59",NA,2,43.97,22.01125,16.963125,12.07,20.9725,14.54125,35.16,11.8525,16.1825,7.35,2.86,5.03,5.95,2.7855,26.9,3.15
"698","April","C60",NA,2,39.8,22.01125,16.963125,8.85,20.9725,14.54125,32.36,11.8525,16.1825,6.55,2.86,5.03,6.07,2.7855,22.57,3.99
"699","April","C61",NA,2,48.21,22.01125,16.963125,10.67,20.9725,14.54125,36.5,11.8525,16.1825,7.21,2.86,5.03,5.9,2.7855,30.21,3.07
"700","April","C62",NA,2,42.65,22.01125,16.963125,10.9,20.9725,14.54125,33.58,11.8525,16.1825,6.99,2.86,5.03,5.27,2.7855,25.61,5.45
"701","April","C63",NA,2,46.9,22.01125,16.963125,18.495,20.9725,14.54125,21.86,11.8525,8.27,5.85,2.86,5.03,5.42,2.7855,29.85,3.57
"702","April","C64",NA,2,46.17,22.01125,16.963125,18.495,20.9725,14.54125,35.49,11.8525,16.1825,7.67,2.86,5.03,6.64,2.7855,29.6,3.74
"703","April","D1",NA,3,42.77,22.01125,16.963125,13.38,20.9725,14.54125,33.9,11.8525,16.1825,8.34,2.86,5.03,6.12,2.7855,25.74,3.14
"704","April","D2",NA,3,44.87,22.01125,16.963125,12.26,20.9725,14.54125,36.97,11.8525,16.1825,7.4,2.86,5.03,7.76,2.7855,27.86,3
"705","April","D3",NA,3,40.91,22.01125,16.963125,10.51,20.9725,14.54125,33.98,11.8525,16.1825,7.37,2.86,5.03,5.88,2.7855,23.62,5.06
"706","April","D4",NA,3,47,22.01125,16.963125,13.32,20.9725,14.54125,37.33,11.8525,16.1825,7.77,2.86,5.03,7.02,2.7855,30.36,6.01
"707","April","E1",NA,4,46.87,22.01125,16.963125,14.39,20.9725,14.54125,38.5,11.8525,16.1825,9.36,2.86,5.03,6.48,2.7855,29.85,3.31
"708","April","E2",NA,4,43.74,22.01125,16.963125,11.17,20.9725,14.54125,35.41,11.8525,16.1825,7.39,2.86,5.03,6.1,2.7855,26.75,5.4
"709","April","E3",NA,4,41.72,22.01125,16.963125,11.59,20.9725,14.54125,33.52,11.8525,16.1825,8.18,2.86,5.03,6.19,2.7855,24.36,3.28
"710","April","G1",NA,5,41.84,22.01125,16.963125,13.08,20.9725,14.54125,32.99,11.8525,16.1825,6.43,2.86,5.03,4.67,2.7855,24.69,3.71
"711","April","G2",NA,5,44.32,22.01125,16.963125,11.89,20.9725,14.54125,35.57,11.8525,16.1825,6.97,2.86,5.03,7.83,2.7855,27.54,3.91
"712","April","G3",NA,5,40.42,22.01125,16.963125,10.35,20.9725,14.54125,33.39,11.8525,16.1825,5.77,2.86,5.03,6,2.7855,23.27,3.44
"713","April","G4",NA,5,43.56,22.01125,16.963125,13.08,20.9725,14.54125,35.91,11.8525,16.1825,6.29,2.86,5.03,6.3,2.7855,26.36,4.83
"714","April","G5",NA,5,43.46,22.01125,16.963125,11.57,20.9725,14.54125,34.59,11.8525,16.1825,8.16,2.86,5.03,6.33,2.7855,26.69,3.85
"715","April","G6",NA,5,46.09,22.01125,16.963125,13.32,20.9725,14.54125,37.54,11.8525,16.1825,7.59,2.86,5.03,5.55,2.7855,29.03,3.28
"716","April","G7",NA,5,43.88,22.01125,16.963125,12.28,20.9725,14.54125,34.72,11.8525,16.1825,8.4,2.86,5.03,6.34,2.7855,26.85,4.38
"717","April","G8",NA,5,42.3,22.01125,16.963125,11.37,20.9725,14.54125,34.64,11.8525,10.94,6.45,2.86,5.03,5.11,2.7855,25.31,3.44
"718","April","G9",NA,5,45.03,22.01125,16.963125,11.28,20.9725,14.54125,36.87,11.8525,16.1825,6.87,2.86,5.03,6.17,2.7855,28.63,3.03
"719","April","G10",NA,5,48.24,22.01125,16.963125,12.58,20.9725,14.54125,37.89,11.8525,16.1825,8,2.86,5.03,8.57,2.7855,30.96,4.99
"720","April","G11",NA,5,48.71,22.01125,16.963125,12.66,20.9725,14.54125,38.91,11.8525,16.1825,6.78,2.86,5.03,6.99,2.7855,30.52,3.57
"721","April","G12",NA,5,42.7,22.01125,16.963125,11.44,20.9725,14.54125,33.95,11.8525,16.1825,8.09,2.86,5.03,5.35,2.7855,25.36,3.06
"722","April","G13",NA,5,40.25,22.01125,16.963125,7.84,20.9725,14.54125,31.16,11.8525,16.1825,7.19,2.86,5.03,7.62,2.7855,23.03,3.56
"723","April","G14",NA,5,42.51,22.01125,16.963125,12.22,20.9725,14.54125,33.74,11.8525,16.1825,7.05,2.86,5.03,6.48,2.7855,25.54,3.9
"724","April","G15",NA,5,43.45,22.01125,16.963125,12.32,20.9725,14.54125,34.77,11.8525,16.1825,7.07,2.86,5.03,6.65,2.7855,26.4,2.74
"725","April","G16",NA,5,43.74,22.01125,16.963125,12.87,20.9725,14.54125,35.61,11.8525,16.1825,7.66,2.86,5.03,6.81,2.7855,26.75,3.69
"726","April","G17",NA,5,43.09,22.01125,16.963125,12.27,20.9725,14.54125,33.95,11.8525,16.1825,7.38,2.86,5.03,8.54,2.7855,26.03,3.15
"727","April","G18",NA,5,42.96,22.01125,16.963125,10.27,20.9725,14.54125,32.31,11.8525,16.1825,7.33,2.86,5.03,5.27,2.7855,25.96,3.57
"728","April","G19",NA,5,44.85,22.01125,16.963125,12.78,20.9725,14.54125,34.33,11.8525,16.1825,7.56,2.86,5.03,5.09,2.7855,27.85,3.5
"729","April","G20",NA,5,44.23,22.01125,16.963125,13.86,20.9725,14.54125,35.42,11.8525,16.1825,8.2,2.86,5.03,6.55,2.7855,27.63,3.67
"730","April","G21",NA,5,41.61,22.01125,16.963125,13.7,20.9725,14.54125,34.94,11.8525,16.1825,6.72,2.86,5.03,5.36,2.7855,24.66,3.53
"731","April","G22",NA,5,43.66,22.01125,16.963125,10.53,20.9725,14.54125,34.78,11.8525,16.1825,7.75,2.86,5.03,6.2,2.7855,26.65,3.56
"732","April","G23",NA,5,44.75,22.01125,16.963125,11.22,20.9725,14.54125,35.35,11.8525,16.1825,9.89,2.86,5.03,5.45,2.7855,27.74,2.71
"733","April","G24",NA,5,46.66,22.01125,16.963125,13.41,20.9725,14.54125,34.84,11.8525,16.1825,7.03,2.86,5.03,5.92,2.7855,29.63,4.94
"734","April","G25",NA,5,46.1,22.01125,16.963125,12.88,20.9725,14.54125,37.56,11.8525,16.1825,7.57,2.86,5.03,7.05,2.7855,29.63,2.51
"735","April","G26",NA,5,42.17,22.01125,16.963125,10.59,20.9725,14.54125,32.84,11.8525,16.1825,9.04,2.86,5.03,6.12,2.7855,25.14,2.99
"736","April","G27",NA,5,49.03,22.01125,16.963125,11.55,20.9725,14.54125,40.19,11.8525,16.1825,8.44,2.86,5.03,7.06,2.7855,31.02,3.31
"737","April","G28",NA,5,43.15,22.01125,16.963125,13.42,20.9725,14.54125,36.44,11.8525,16.1825,8.37,2.86,5.03,6,2.7855,26.11,3.42
"738","April","G29",NA,5,41.04,22.01125,16.963125,11.21,20.9725,14.54125,32.68,11.8525,16.1825,7.67,2.86,5.03,6.86,2.7855,24.01,4.81
"739","April","G30",NA,5,43.83,22.01125,16.963125,12.74,20.9725,14.54125,33.34,11.8525,16.1825,7.47,2.86,5.03,5.21,2.7855,26.84,3.87
"740","April","G31",NA,5,44.71,22.01125,16.963125,11.95,20.9725,14.54125,33.8,11.8525,16.1825,7.79,2.86,5.03,7.48,2.7855,27.74,3.99
"741","April","G32",NA,5,46.16,22.01125,16.963125,14.4,20.9725,14.54125,35.31,11.8525,16.1825,9.35,2.86,5.03,7.12,2.7855,29.11,2.6
"742","April","G33",NA,5,45.62,22.01125,16.963125,10.15,20.9725,14.54125,36.75,11.8525,16.1825,9.06,2.86,5.03,6.96,2.7855,28.63,4.13
"743","April","G34",NA,5,48.91,22.01125,16.963125,13.06,20.9725,14.54125,37.32,11.8525,16.1825,8.78,2.86,5.03,8.48,2.7855,30.94,4.09
"744","April","G35",NA,5,40.26,22.01125,16.963125,10.39,20.9725,14.54125,31.65,11.8525,16.1825,7.08,2.86,5.03,5.25,2.7855,23.56,4.09
"745","April","G36",NA,5,41.66,22.01125,16.963125,12.26,20.9725,14.54125,33.02,11.8525,16.1825,7.28,2.86,5.03,5.23,2.7855,24.36,3.71
"746","April","G37",NA,5,43.59,22.01125,16.963125,10.31,20.9725,14.54125,33.63,11.8525,16.1825,7.38,2.86,5.03,6.72,2.7855,26.66,4.84
"747","April","G38",NA,5,42.14,22.01125,16.963125,11.29,20.9725,14.54125,31.2,11.8525,16.1825,7.64,2.86,5.03,5.8,2.7855,25.63,4.39
"748","April","G39",NA,5,44.27,22.01125,16.963125,10.87,20.9725,14.54125,32.34,11.8525,16.1825,7.62,2.86,5.03,4.84,2.7855,27.44,3.63
"749","April","G40",NA,5,46.22,22.01125,16.963125,13.77,20.9725,14.54125,35.21,11.8525,16.1825,8.53,2.86,5.03,5.68,2.7855,29.21,3.31
"750","April","G41",NA,5,44.95,22.01125,16.963125,13.43,20.9725,14.54125,36.03,11.8525,16.1825,8.4,2.86,5.03,6.8,2.7855,27.95,3.5
"751","April","G42",NA,5,44.37,22.01125,16.963125,12.37,20.9725,14.54125,33.58,11.8525,16.1825,7.8,2.86,5.03,7.45,2.7855,27.36,2.62
"752","April","G43",NA,5,45.73,22.01125,16.963125,13.04,20.9725,14.54125,36.49,11.8525,16.1825,7.77,2.86,5.03,6.01,2.7855,28.21,3.8
"753","April","G44",NA,5,45.67,22.01125,16.963125,13.8,20.9725,14.54125,25.86,11.8525,16.1825,7.75,2.86,5.03,7.61,2.7855,28.87,3.2
"754","April","G45",NA,5,48.21,22.01125,16.963125,12.33,20.9725,14.54125,37.53,11.8525,16.1825,9.55,2.86,5.03,8.2,2.7855,30.96,2.93
"755","April","G46",NA,5,45.57,22.01125,16.963125,10.69,20.9725,14.54125,36.22,11.8525,16.1825,7.9,2.86,5.03,6.3,2.7855,28.36,3.3
"756","April","G47",NA,5,43.89,22.01125,16.963125,10.97,20.9725,14.54125,35.48,11.8525,16.1825,7.05,2.86,5.03,7.26,2.7855,26.84,4.22
"757","April","G48",NA,5,43.85,22.01125,16.963125,11.66,20.9725,14.54125,36.17,11.8525,16.1825,9,2.86,5.03,6.72,2.7855,26.82,4.54
"758","April","G49",NA,5,46.23,22.01125,16.963125,10.92,20.9725,14.54125,34.65,11.8525,16.1825,6.37,2.86,5.03,5.68,2.7855,29.21,2.22
"759","April","G50",NA,5,45.01,22.01125,16.963125,11.36,20.9725,14.54125,35.53,11.8525,16.1825,7.62,2.86,5.03,5.6,2.7855,28.01,3.34
"760","April","G51",NA,5,45.74,22.01125,16.963125,12.73,20.9725,14.54125,35.65,11.8525,16.1825,8.01,2.86,5.03,8.2,2.7855,28.46,2.52
"761","April","G52",NA,5,45.26,22.01125,16.963125,12.71,20.9725,14.54125,37.01,11.8525,16.1825,6.65,2.86,5.03,6.46,2.7855,28.21,2.98
"762","April","G53",NA,5,45.04,22.01125,16.963125,11.77,20.9725,14.54125,34.73,11.8525,16.1825,7.81,2.86,5.03,6.08,2.7855,28.1,3.55
"763","April","G54",NA,5,47.7,22.01125,16.963125,13.84,20.9725,14.54125,39.34,11.8525,16.1825,8.05,2.86,5.03,4.5,2.7855,30.36,3.8
"764","April","G55",NA,5,45.12,22.01125,16.963125,11.54,20.9725,14.54125,35.6,11.8525,16.1825,7.23,2.86,5.03,6.62,2.7855,28.11,2.59
"765","April","G56",NA,5,45.36,22.01125,16.963125,12.12,20.9725,14.54125,35.95,11.8525,16.1825,8.79,2.86,5.03,5.76,2.7855,28.35,2.98
"766","April","G57",NA,5,45.33,22.01125,16.963125,13.26,20.9725,14.54125,35.32,11.8525,16.1825,8.59,2.86,5.03,7.11,2.7855,28.31,3.68
"767","April","G58",NA,5,42.51,22.01125,16.963125,9.55,20.9725,14.54125,33.29,11.8525,16.1825,7.76,2.86,5.03,5.39,2.7855,25.52,3.82
"768","April","G59",NA,5,43.17,22.01125,16.963125,11.8,20.9725,14.54125,34.17,11.8525,16.1825,9.28,2.86,5.03,6.65,2.7855,26.11,5.74
"769","April","G60",NA,5,46.98,22.01125,16.963125,11.65,20.9725,14.54125,35.12,11.8525,16.1825,9.9,2.86,5.03,7.56,2.7855,29.63,4.45
"770","April","G61",NA,5,48.46,22.01125,16.963125,11.92,20.9725,14.54125,38.11,11.8525,16.1825,8.88,2.86,5.03,8.57,2.7855,30.58,3.95
"771","April","G62",NA,5,45.48,22.01125,16.963125,13.3,20.9725,14.54125,36.66,11.8525,16.1825,8.38,2.86,5.03,6.76,2.7855,28.43,5.14
"772","April","G63",NA,5,42.75,22.01125,16.963125,10.65,20.9725,14.54125,34.25,11.8525,16.1825,6.93,2.86,5.03,6.57,2.7855,25.74,4.63
"773","April","G64",NA,5,41.12,22.01125,16.963125,9.29,20.9725,14.54125,29.89,11.8525,16.1825,8.63,2.86,5.03,5.43,2.7855,24.21,3.75
"774","April","G65",NA,5,48.01,22.01125,16.963125,14.22,20.9725,14.54125,37.46,11.8525,16.1825,8.62,2.86,5.03,5.94,2.7855,30.96,4.4
"775","April","G66",NA,5,44.82,22.01125,16.963125,12.9,20.9725,14.54125,35.93,11.8525,16.1825,6.63,2.86,5.03,6.57,2.7855,27.35,3.66
"776","April","G67",NA,5,43.97,22.01125,16.963125,11.63,20.9725,14.54125,35.06,11.8525,16.1825,7.9,2.86,5.03,5.73,2.7855,26.94,3.27
"777","April","G68",NA,5,45.51,22.01125,16.963125,12.74,20.9725,14.54125,35.18,11.8525,16.1825,9.3,2.86,5.03,7.17,2.7855,28.45,3.3
"778","April","G69",NA,5,41.56,22.01125,16.963125,11.56,20.9725,14.54125,33.64,11.8525,16.1825,6.97,2.86,5.03,5.41,2.7855,24.52,4.03
"779","April","G70",NA,5,43.83,22.01125,16.963125,12.13,20.9725,14.54125,34.81,11.8525,16.1825,7.58,2.86,5.03,6.65,2.7855,26.81,4.66
"780","April","G71",NA,5,41.42,22.01125,16.963125,10.55,20.9725,14.54125,31.31,11.8525,16.1825,6.88,2.86,5.03,4.97,2.7855,24.41,2.85
"781","April","G72",NA,5,45.14,22.01125,16.963125,11.68,20.9725,14.54125,34.01,11.8525,16.1825,6.73,2.86,5.03,6.58,2.7855,28.11,3.87
"782","April","G73",NA,5,39.85,22.01125,16.963125,9.29,20.9725,14.54125,30.43,11.8525,16.1825,6.54,2.86,5.03,5.28,2.7855,22.34,4.1
"783","April","G74",NA,5,39.83,22.01125,16.963125,9.56,20.9725,14.54125,31.85,11.8525,16.1825,5.34,2.86,5.03,6.38,2.7855,22.05,2.91
"784","April","G75",NA,5,45.68,22.01125,16.963125,12.66,20.9725,14.54125,37,11.8525,16.1825,5.76,2.86,5.03,6.74,2.7855,28.66,4.23
"785","April","G76",NA,5,46.15,22.01125,16.963125,11.92,20.9725,14.54125,35.59,11.8525,16.1825,7.93,2.86,5.03,6.47,2.7855,29.31,3.3
"786","April","G77",NA,5,42.16,22.01125,16.963125,11.22,20.9725,14.54125,32.6,11.8525,16.1825,7.2,2.86,5.03,4.81,2.7855,25.11,3.35
"787","April","G78","D",5,43.72,22.01125,16.963125,10.53,20.9725,14.54125,34.94,11.8525,16.1825,8.28,2.86,5.03,6.39,2.7855,26.71,2.86
"788","April","G79",NA,5,44.09,22.01125,16.963125,11.17,20.9725,14.54125,34.71,11.8525,16.1825,8.62,2.86,5.03,5.78,2.7855,27.63,5.58
"789","April","G80","D",5,44.32,22.01125,16.963125,14.41,20.9725,14.54125,36.68,11.8525,16.1825,8.46,2.86,5.03,6.29,2.7855,27.31,3.4
"790","April","G81",NA,5,35.29,22.01125,16.963125,7.67,20.9725,14.54125,25.6,11.8525,16.1825,5.09,2.86,5.03,5.66,2.7855,19.21,2.31
"791","April","G82",NA,5,41.26,22.01125,16.963125,9.85,20.9725,14.54125,31.84,11.8525,16.1825,6.34,2.86,5.03,5.84,2.7855,24.14,1.64
"792","April","G83","D",5,34.09,22.01125,16.963125,9.51,20.9725,14.54125,26.86,11.8525,16.1825,5.01,2.86,5.03,4.95,2.7855,18.24,1.83
"793","April","G84",NA,5,40.53,22.01125,16.963125,9.78,20.9725,14.54125,31.43,11.8525,16.1825,5.49,2.86,5.03,6.35,2.7855,23.23,1.67
"794","April","G85",NA,5,38.4,22.01125,16.963125,9.55,20.9725,14.54125,30.84,11.8525,16.1825,5.65,2.86,5.03,5.54,2.7855,21.34,1.62
"795","April","J1",NA,6,43.3,22.01125,16.963125,11.55,20.9725,14.54125,34.38,11.8525,16.1825,8.13,2.86,5.03,6.12,2.7855,26.36,3.39
"796","April","J2",NA,6,42.44,22.01125,16.963125,12.25,20.9725,14.54125,36.3,11.8525,16.1825,7.21,2.86,5.03,7.08,2.7855,25.41,4.05
"797","April","J3",NA,6,45.29,22.01125,16.963125,13.07,20.9725,14.54125,35.09,11.8525,16.1825,8.25,2.86,5.03,8.96,2.7855,28.21,3.33
"798","April","J4",NA,6,48.05,22.01125,16.963125,13.58,20.9725,14.54125,38.15,11.8525,16.1825,8.49,2.86,5.03,7.39,2.7855,30.96,4.13
"799","April","J5",NA,6,43.81,22.01125,16.963125,10.81,20.9725,14.54125,34.19,11.8525,16.1825,8.08,2.86,5.03,6.57,2.7855,26.41,4.29
"800","April","J6",NA,6,40.5,22.01125,16.963125,10.32,20.9725,14.54125,30.45,11.8525,16.1825,7.23,2.86,5.03,5.33,2.7855,23.27,3.4
"801","May","A1",NA,1,47.98,22.01125,16.963125,12.5,20.9725,14.54125,37.46,11.8525,16.1825,7.77,2.86,5.03,9.73,2.7855,30.3,1.8
"802","May","A2",NA,1,41.99,22.01125,16.963125,9.96,20.9725,14.54125,33.11,11.8525,16.1825,6.95,2.86,5.03,6.05,2.7855,24.72,2.09
"803","May","A3",NA,1,36.1,22.01125,16.963125,7.6,20.9725,14.54125,27.72,11.8525,16.1825,5.94,2.86,5.03,5.56,2.7855,19.52,2.21
"804","May","A4",NA,1,41.85,22.01125,16.963125,11.73,20.9725,14.54125,32.62,11.8525,16.1825,6.32,2.07,5.03,5.25,2.7855,24.23,1.74
"805","May","A5",NA,1,49.11,22.01125,16.963125,15.41,20.9725,14.54125,40.12,11.8525,16.1825,8.29,2.86,5.03,8.44,2.7855,34.66,2.77
"806","May","A6",NA,1,36.12,22.01125,16.963125,8.13,20.9725,14.54125,27.78,11.8525,16.1825,5.45,2.86,5.03,5.43,2.7855,29.94,2.55
"807","May","A7",NA,1,44.95,22.01125,16.963125,10.84,20.9725,14.54125,35.22,11.8525,16.1825,6.54,2.86,5.03,6.58,2.7855,28.9,2.67
"808","May","A8",NA,1,41.08,22.01125,16.963125,9.4,20.9725,14.54125,31.2,11.8525,16.1825,6.38,2.86,5.03,5.6,2.7855,24.1,1.93
"809","May","A9",NA,1,40.42,22.01125,16.963125,10.96,20.9725,14.54125,32.77,11.8525,16.1825,6.24,2.86,5.03,6.77,2.7855,23.78,2.15
"810","May","A10",NA,1,37.27,22.01125,16.963125,7.88,20.9725,14.54125,28.46,11.8525,16.1825,5.47,2.86,5.03,6.32,2.7855,21.47,1.64
"811","May","A11",NA,1,38.44,22.01125,16.963125,8.6,20.9725,14.54125,28.74,11.8525,16.1825,5.49,2.86,5.03,6.74,2.7855,21.91,2.44
"812","May","A12",NA,1,40.67,22.01125,16.963125,8.42,20.9725,14.54125,32.09,11.8525,16.1825,5.76,2.86,5.03,6.22,2.7855,23.4,2.04
"813","May","A13",NA,1,43.48,22.01125,16.963125,10.38,20.9725,14.54125,34.1,11.8525,16.1825,5.87,2.86,5.03,6.16,2.7855,26.44,2.23
"814","May","A14",NA,1,51.68,22.01125,16.963125,12.44,20.9725,14.54125,41.03,11.8525,16.1825,8.74,2.86,5.03,7.22,2.7855,39.34,1.89
"815","May","A15",NA,1,45.17,22.01125,16.963125,10.32,20.9725,14.54125,33.8,11.8525,16.1825,5.69,2.86,5.03,6.44,2.7855,29.26,2.23
